"<b>Stroke 7 Icon Font Set</b> by www.pixeden.com </br>Get your Freebie Iconset at","<b>Stroke 7 Icon Font Set</b> by www.pixeden.com </br>Get your Freebie Iconset at"
"A Carousel is a Slider with multiple Slides<br>visible at the same time.<br>There are lots of options to customize the Carousel.","A Carousel is a Slider with multiple Slides<br>visible at the same time.<br>There are lots of options to customize the Carousel."
"A Scene is essentially a Slider with a single<br>Slide and no navigation elements.<br>Best used for content modules that require<br>no additional depth.","A Scene is essentially a Slider with a single<br>Slide and no navigation elements.<br>Best used for content modules that require<br>no additional depth."
"A Slide description for certain navigation types","A Slide description for certain navigation types"
"A Slider consists of multiple Slides.<br>Each Slide has its own content and can be<br>navigated to with various optional<br>navigation elements.","A Slider consists of multiple Slides.<br>Each Slide has its own content and can be<br>navigated to with various optional<br>navigation elements."
"A Slider that can have multiple slides with navigation","A Slider that can have multiple slides with navigation"
"A Slider with the given alias already exists","A Slider with the given alias already exists"
"A delay in milliseconds before a new line is typed","A delay in milliseconds before a new line is typed"
"A delay in milliseconds before the Arrows animate into view","A delay in milliseconds before the Arrows animate into view"
"A delay in milliseconds before the Bullets animate into view","A delay in milliseconds before the Bullets animate into view"
"A delay in milliseconds before the Tabs animate into view","A delay in milliseconds before the Tabs animate into view"
"A delay in milliseconds before the Thumbs animate into view","A delay in milliseconds before the Thumbs animate into view"
"A delay in milliseconds before the line begins to delete itself","A delay in milliseconds before the line begins to delete itself"
"A delay in milliseconds before the new line begins to type","A delay in milliseconds before the new line begins to type"
"A delay in milliseconds before the overlay should fade out","A delay in milliseconds before the overlay should fade out"
"A delay in milliseconds before the reveal effect should start","A delay in milliseconds before the reveal effect should start"
"A delay in milliseconds before the starting arrows animation begins","A delay in milliseconds before the starting arrows animation begins"
"A delay in milliseconds before the typing starts","A delay in milliseconds before the typing starts"
"A delay in milliseconds before the views are revealed","A delay in milliseconds before the views are revealed"
"A delay in milliseonds before the teaser animation begins","A delay in milliseonds before the teaser animation begins"
"A single-slide Slider with no navigation","A single-slide Slider with no navigation"
"A special shortcode for the Module when loading it as a Modal in the page with <a href='#'>custom JavaScript</a>","A special shortcode for the Module when loading it as a Modal in the page with <a href='#'>custom JavaScript</a>"
"A translateY offset for the hand to place it slightly higher or lower in relation to the drawn Layer","A translateY offset for the hand to place it slightly higher or lower in relation to the drawn Layer"
"A transparency level for the SVG border (0-100).","A transparency level for the SVG border (0-100)."
"A variety of sizes and densities can be also downloaded from the ","A variety of sizes and densities can be also downloaded from the "
"AM Clouds/PM Sun","AM Clouds/PM Sun"
"AM Drizzle","AM Drizzle"
"AM Drizzle/Wind","AM Drizzle/Wind"
"AM Fog/PM Clouds","AM Fog/PM Clouds"
"AM Fog/PM Sun","AM Fog/PM Sun"
"AM Ice","AM Ice"
"AM Light Rain","AM Light Rain"
"AM Light Rain/Wind","AM Light Rain/Wind"
"AM Light Snow","AM Light Snow"
"AM Rain","AM Rain"
"AM Rain/Snow","AM Rain/Snow"
"AM Rain/Snow Showers","AM Rain/Snow Showers"
"AM Rain/Snow/Wind","AM Rain/Snow/Wind"
"AM Rain/Wind","AM Rain/Wind"
"AM Showers","AM Showers"
"AM Showers/Wind","AM Showers/Wind"
"AM Snow","AM Snow"
"AM Snow Showers","AM Snow Showers"
"AM Thundershowers","AM Thundershowers"
"API Cache","API Cache"
"API Key","API Key"
"API Source","API Source"
"APP ID","APP ID"
"APP Secret","APP Secret"
"Above Entire Slider","Above Entire Slider"
"Access Permissions","Access Permissions"
"Access Secret","Access Secret"
"Access Token","Access Token"
"Action Delay","Action Delay"
"Action Type","Action Type"
Actions,Actions
"Activate Before/After","Activate Before/After"
"Activate Responsive Viewports","Activate Responsive Viewports"
"Activate Slider Revolution for <a href=""https://revolution.themepunch.com/direct-customer-benefits/"" target=""_blank"">Premium Benefits (e.g. Live Updates)</a>.","Activate Slider Revolution for <a href=""https://revolution.themepunch.com/direct-customer-benefits/"" target=""_blank"">Premium Benefits (e.g. Live Updates)</a>."
"Activate Slider Revolution to","Activate Slider Revolution to"
"Activate mouse hover styles/transitions","Activate mouse hover styles/transitions"
"Activates a responsive height for the Slider","Activates a responsive height for the Slider"
Activation,Activation
Active,Active
"Active Transition Order","Active Transition Order"
"Active/Enable Addons","Active/Enable Addons"
"Add Action to ","Add Action to "
"Add Folder","Add Folder"
"Add Layer","Add Layer"
"Add LineBreak After","Add LineBreak After"
"Add LineBreak Before","Add LineBreak Before"
"Add Linebreak After","Add Linebreak After"
"Add Linebreak Before","Add Linebreak Before"
"Add Loop Animation","Add Loop Animation"
"Add Navigation","Add Navigation"
"Add New Layer","Add New Layer"
"Add New Meta","Add New Meta"
"Add New Navigation ","Add New Navigation "
"Add New Slide","Add New Slide"
"Add Slide","Add Slide"
"Add Slide(s)","Add Slide(s)"
"Add Transition","Add Transition"
"Add Typewriter Line","Add Typewriter Line"
"Add a <a href='https://developer.mozilla.org/en-US/docs/Web/CSS/transform-function/rotateX' target='_blank'>rotateX</a> transform to the currently selected Layer","Add a <a href='https://developer.mozilla.org/en-US/docs/Web/CSS/transform-function/rotateX' target='_blank'>rotateX</a> transform to the currently selected Layer"
"Add a <a href='https://developer.mozilla.org/en-US/docs/Web/CSS/transform-function/rotateY' target='_blank'>rotateY</a> transform to the currently selected Layer","Add a <a href='https://developer.mozilla.org/en-US/docs/Web/CSS/transform-function/rotateY' target='_blank'>rotateY</a> transform to the currently selected Layer"
"Add a <a href='https://developer.mozilla.org/en-US/docs/Web/CSS/transform-function/rotateZ' target='_blank'>rotateZ</a> transform to the currently selected Layer","Add a <a href='https://developer.mozilla.org/en-US/docs/Web/CSS/transform-function/rotateZ' target='_blank'>rotateZ</a> transform to the currently selected Layer"
"Add a <a href='https://www.w3schools.com/CSSref/css3_pr_text-shadow.asp' target='_blank'>CSS text-shadow</a> to the currently selected Layer","Add a <a href='https://www.w3schools.com/CSSref/css3_pr_text-shadow.asp' target='_blank'>CSS text-shadow</a> to the currently selected Layer"
"Add a <a href='https://www.w3schools.com/cssref/css3_pr_box-shadow.asp' target='_blank'>CSS box-shadow</a> to the currently selected Layer","Add a <a href='https://www.w3schools.com/cssref/css3_pr_box-shadow.asp' target='_blank'>CSS box-shadow</a> to the currently selected Layer"
"Add a Bezier Curve","Add a Bezier Curve"
"Add a CSS border-radius to the carousel items (px)","Add a CSS border-radius to the carousel items (px)"
"Add a CSS box-shadow to the before/after divider line","Add a CSS box-shadow to the before/after divider line"
"Add a CSS text-shadow to the drag/reveal navigation icons","Add a CSS text-shadow to the drag/reveal navigation icons"
"Add a border to the Layer's HTML element","Add a border to the Layer's HTML element"
"Add a continuously looping animation to the Layer","Add a continuously looping animation to the Layer"
"Add a duotone style filter to the Slide's main background","Add a duotone style filter to the Slide's main background"
"Add a linebreak after the currently selected Layer.  Useful when floats are used.","Add a linebreak after the currently selected Layer.  Useful when floats are used."
"Add a linebreak before the currently selected Layer.  Useful when floats are used.","Add a linebreak before the currently selected Layer.  Useful when floats are used."
"Add a link to the entire Slide area","Add a link to the entire Slide area"
"Add a mask to the Layer which is useful for wipe/reveal type animations","Add a mask to the Layer which is useful for wipe/reveal type animations"
"Add a mesh-style overlay to the video for extra styling","Add a mesh-style overlay to the video for extra styling"
"Add a progress bar to the Slider to display a visual representation of each Slide's timeline","Add a progress bar to the Slider to display a visual representation of each Slide's timeline"
"Add a shadow to the bubbles.  Enter ""0"" for no shadow","Add a shadow to the bubbles.  Enter ""0"" for no shadow"
"Add a variety of content to your Slides","Add a variety of content to your Slides"
"Add an mesh-style overlay to the Slider","Add an mesh-style overlay to the Slider"
"Add an optional ID for the Slider.  Will be applied to the Slider's outer HTML wrapper element","Add an optional ID for the Slider.  Will be applied to the Slider's outer HTML wrapper element"
"Add an optional ID to the Slide to target the Slide with custom CSS or JavaScript","Add an optional ID to the Slide to target the Slide with custom CSS or JavaScript"
"Add an optional class name to the page's body element when the Module is loaded as a Modal","Add an optional class name to the page's body element when the Module is loaded as a Modal"
"Add an optional delay before the Action occurs (in milliseconds)","Add an optional delay before the Action occurs (in milliseconds)"
"Add an optional delay before the Slider officially loads","Add an optional delay before the Slider officially loads"
"Add an optional overlay to the Slider as the reveal effect takes place","Add an optional overlay to the Slider as the reveal effect takes place"
"Add an text underline to the currently selected Layer's text","Add an text underline to the currently selected Layer's text"
"Add borders and strokes to the particle SVGs.","Add borders and strokes to the particle SVGs."
"Add class names to the Layer to target it with custom CSS/JavaScript (separate multiple class names with spaces)","Add class names to the Layer to target it with custom CSS/JavaScript (separate multiple class names with spaces)"
"Add class names to the Layer's outer-most wrapper to target it with custom CSS/JavaScript (separate multiple class names with spaces)","Add class names to the Layer's outer-most wrapper to target it with custom CSS/JavaScript (separate multiple class names with spaces)"
"Add creative edges and corners to the left side of your content","Add creative edges and corners to the left side of your content"
"Add creative edges and corners to the right side of your content","Add creative edges and corners to the right side of your content"
"Add creative edges and corners to your content","Add creative edges and corners to your content"
"Add extra spacing around the Slider","Add extra spacing around the Slider"
"Add italics to the currently selected Layer's text","Add italics to the currently selected Layer's text"
"Add one or more word delay patterns to create a more natural typing visual","Add one or more word delay patterns to create a more natural typing visual"
"Add optional class names to the Slide to target the Slide with custom CSS or JavaScript","Add optional class names to the Slide to target the Slide with custom CSS or JavaScript"
"Add shadows to the <a href=""http://docs.themepunch.com/slider-revolution/slicey-addon/#add-slicey-layers"" target=""_blank"">Slicey Layers</a> to enhance their 3D visual.  The shadow color can be set here.","Add shadows to the <a href=""http://docs.themepunch.com/slider-revolution/slicey-addon/#add-slicey-layers"" target=""_blank"">Slicey Layers</a> to enhance their 3D visual.  The shadow color can be set here."
"Add to Selection","Add to Selection"
"Add to cart link","Add to cart link"
"Add to wishlist link","Add to wishlist link"
"Add your own custom CSS to the Slider","Add your own custom CSS to the Slider"
"Add your own custom JavaScript to the Slider","Add your own custom JavaScript to the Slider"
"Add your own custom text/images/video to the Slider","Add your own custom text/images/video to the Slider"
"Add/Edit content that's meant to always be visible","Add/Edit content that's meant to always be visible"
"Add/Remove Links","Add/Remove Links"
"Add/Remove links to additional slides, other web pages/posts or external websites","Add/Remove links to additional slides, other web pages/posts or external websites"
"AddOn Settings will be located in the Slider, Slide or Layer settings depending on the AddOns functionality","AddOn Settings will be located in the Slider, Slide or Layer settings depending on the AddOns functionality"
AddOns,AddOns
Additional,Additional
Addons,Addons
"Adds a border to the bubble.  Enter ""0"" for no border","Adds a border to the bubble.  Enter ""0"" for no border"
"Adds a middle point to the movement between the starting and ending points","Adds a middle point to the movement between the starting and ending points"
"Adds anti-gravity to the Particles as they explode/implode, creating the yin/yang motion","Adds anti-gravity to the Particles as they explode/implode, creating the yin/yang motion"
"Adds space between the Layer and the bounding box for the Particles Canvas","Adds space between the Layer and the bounding box for the Particles Canvas"
"Adjust the Layer's background color on mouse hover","Adjust the Layer's background color on mouse hover"
"Adjust the color for the progress bar","Adjust the color for the progress bar"
"Adjust the opacity/transparency for the currently selected Layer","Adjust the opacity/transparency for the currently selected Layer"
"Adjust the size colors and other styles for the bullets","Adjust the size colors and other styles for the bullets"
"Adjust the size colors and other styles for the tabs","Adjust the size colors and other styles for the tabs"
"Adjust the size of text and images for each reponsive viewport","Adjust the size of text and images for each reponsive viewport"
"Admin Thumb","Admin Thumb"
"Adv. Style","Adv. Style"
Advanced,Advanced
"Advanced Media Settings","Advanced Media Settings"
"Advanced Settings","Advanced Settings"
After,After
"After Action","After Action"
"After slide number x","After slide number x"
"After x loops","After x loops"
"After x minutes","After x minutes"
Album,Album
Alias,Alias
Aligment,Aligment
Align,Align
"Align By Slider/Content","Align By Slider/Content"
"Align the Layer horizontally to the Slider content or the entire Slider","Align the Layer horizontally to the Slider content or the entire Slider"
"Align the Layer vertically to the Slider content or the entire Slider","Align the Layer vertically to the Slider content or the entire Slider"
"Align the Slider to the left, center or right inside its parent container","Align the Slider to the left, center or right inside its parent container"
"Aligned by","Aligned by"
Alignment,Alignment
All,All
"All Layers","All Layers"
"Allocate space on the page for the Slider to prevent page content jumps when the Slider loads","Allocate space on the page for the Slider to prevent page content jumps when the Slider loads"
"Allow Fullscreen","Allow Fullscreen"
"Allow for content to be visible outside the Slider's bounding box","Allow for content to be visible outside the Slider's bounding box"
"Allow the video to be taken fullscreen by the user","Allow the video to be taken fullscreen by the user"
"Allows to set access permissions for this slider. If axccess permissions are disabled slider is accessible for everyone.","Allows to set access permissions for this slider. If axccess permissions are disabled slider is accessible for everyone."
"Alt Attribute","Alt Attribute"
"Alt High","Alt High"
"Alt Low","Alt Low"
"Alt Temp","Alt Temp"
"Alt Text","Alt Text"
"Alt Unit","Alt Unit"
"Alt"" Attr.","Alt"" Attr."
"Alt. Image","Alt. Image"
"Alternate First Slide","Alternate First Slide"
"Alternative Image","Alternative Image"
"Alternative Image URL","Alternative Image URL"
"Always play the video from the beginning each time the Slide is shown","Always play the video from the beginning each time the Slide is shown"
"Always play the video/audio from the beginning each time the Slide is shown","Always play the video/audio from the beginning each time the Slide is shown"
Amount,Amount
"Amount of Slides","Amount of Slides"
"An Instagram-type filter to apply to the Slide's main background image","An Instagram-type filter to apply to the Slide's main background image"
"An additional animation to add to the Layer after its already animated into view","An additional animation to add to the Layer after its already animated into view"
"An image url to be used as the Slide's main background image","An image url to be used as the Slide's main background image"
"An optional rotation to apply to the Slide's transition","An optional rotation to apply to the Slide's transition"
"Angle Variations","Angle Variations"
"Anim From","Anim From"
"Anim To","Anim To"
Animate,Animate
"Animate Again To...","Animate Again To..."
"Animate Background Color","Animate Background Color"
"Animate Layers on Scroll","Animate Layers on Scroll"
"Animate Opacity","Animate Opacity"
"Animate Particle Opacity","Animate Particle Opacity"
"Animate Particle Size","Animate Particle Size"
"Animate Size","Animate Size"
"Animate Text Color","Animate Text Color"
"Animate characters, words or lines of text","Animate characters, words or lines of text"
"Animate on Stage Click","Animate on Stage Click"
"Animate on-click","Animate on-click"
"Animate the 2D rotation value by this offset number","Animate the 2D rotation value by this offset number"
"Animate the Before/After view to where the user clicks on the screen","Animate the Before/After view to where the user clicks on the screen"
"Animate the Char animation's blur, grayscale or brightness filter","Animate the Char animation's blur, grayscale or brightness filter"
"Animate the Layer back to its starting values in the loop once the last frame is reached.  Useful for creating a more natural looping visual.","Animate the Layer back to its starting values in the loop once the last frame is reached.  Useful for creating a more natural looping visual."
"Animate the Layer to this 'x' (left) position.  Accepts positive and negative numbers.","Animate the Layer to this 'x' (left) position.  Accepts positive and negative numbers."
"Animate the Layer to this 'y' (top) position.  Accepts positive and negative numbers.","Animate the Layer to this 'y' (top) position.  Accepts positive and negative numbers."
"Animate the Layer's <a href='https://developer.mozilla.org/en-US/docs/Web/CSS/transform-function/translateZ' target=_'blank'>CSS translateZ</a> property to this value.  This adds/removes 3D depth to the Layer","Animate the Layer's <a href='https://developer.mozilla.org/en-US/docs/Web/CSS/transform-function/translateZ' target=_'blank'>CSS translateZ</a> property to this value.  This adds/removes 3D depth to the Layer"
"Animate the Layer's background color","Animate the Layer's background color"
"Animate the Layer's blur, grayscale or brightness filter","Animate the Layer's blur, grayscale or brightness filter"
"Animate the Layer's by default on Scroll (can then be turned off per Layer in the Layer settings)","Animate the Layer's by default on Scroll (can then be turned off per Layer in the Layer settings)"
"Animate the Layer's text color","Animate the Layer's text color"
"Animate the line animation's blur, grayscale or brightness filter","Animate the line animation's blur, grayscale or brightness filter"
"Animate the rotationX value by this offset number","Animate the rotationX value by this offset number"
"Animate the rotationY value by this offset number","Animate the rotationY value by this offset number"
"Animate the scaleX value by this offset number","Animate the scaleX value by this offset number"
"Animate the scaleY value by this offset number","Animate the scaleY value by this offset number"
"Animate the shape with a CSS transition as the page is scrolled","Animate the shape with a CSS transition as the page is scrolled"
"Animate the speedX value by this offset number","Animate the speedX value by this offset number"
"Animate the speedY value by this offset number","Animate the speedY value by this offset number"
"Animate the word animation's blur, grayscale or brightness filter","Animate the word animation's blur, grayscale or brightness filter"
"Animate to ""Start"" in Loop","Animate to ""Start"" in Loop"
"Animate to Start","Animate to Start"
Animation,Animation
"Animation 'In' Easing","Animation 'In' Easing"
"Animation 'Out' Easing","Animation 'Out' Easing"
"Animation Duration","Animation Duration"
"Animation Duration in ms","Animation Duration in ms"
"Animation Ease","Animation Ease"
"Animation Easing","Animation Easing"
"Animation Name","Animation Name"
"Animation Out","Animation Out"
"Animation Settings","Animation Settings"
"Animation Speed","Animation Speed"
"Animation Timing","Animation Timing"
"Animation View","Animation View"
"Anti Gravity","Anti Gravity"
"Any custom product attribute","Any custom product attribute"
"Aply a grayscale filter to Layers as the page scrolls into and out of view","Aply a grayscale filter to Layers as the page scrolls into and out of view"
"App ID","App ID"
"App Secret","App Secret"
"Applies a translateZ to the 3D elements to help avoid overlapping","Applies a translateZ to the 3D elements to help avoid overlapping"
"Apply Shadow to","Apply Shadow to"
"Apply a 3D rotation to the non-active items","Apply a 3D rotation to the non-active items"
"Apply a black and white filter to the Slider when it scrolls into and out of view","Apply a black and white filter to the Slider when it scrolls into and out of view"
"Apply a blur filter to the Paintbrush image","Apply a blur filter to the Paintbrush image"
"Apply a blur filter to the Slider when it scrolls into and out of view","Apply a blur filter to the Slider when it scrolls into and out of view"
"Apply a bottom margin to the Slider (px)","Apply a bottom margin to the Slider (px)"
"Apply a box-shadow to the 3D element to enhance the effect","Apply a box-shadow to the 3D element to enhance the effect"
"Apply a mask to the Layer as the Parallax Effect takes place.  When applied, the content will never bleed outside this mask.","Apply a mask to the Layer as the Parallax Effect takes place.  When applied, the content will never bleed outside this mask."
"Apply a top margin to the Slider (px)","Apply a top margin to the Slider (px)"
"Apply and animate a CSS clip-path to the Layer.  Useful for creating 'wipe' animations","Apply and animate a CSS clip-path to the Layer.  Useful for creating 'wipe' animations"
"Apply extra power to the transition","Apply extra power to the transition"
"Apply opacity to the non-activate Slides","Apply opacity to the non-activate Slides"
"Apply special effects to your content when the page is scrolled","Apply special effects to your content when the page is scrolled"
"Apply the effect(s) to all Layers","Apply the effect(s) to all Layers"
"Apply the effect(s) to all Parallax Layers","Apply the effect(s) to all Parallax Layers"
"Apply the effect(s) to the Slide's Static/Global Layers","Apply the effect(s) to the Slide's Static/Global Layers"
"Apply the effect(s) to the Slide's Static/Global Parallax Layers","Apply the effect(s) to the Slide's Static/Global Parallax Layers"
"Apply the effect(s) to the Slide's main background","Apply the effect(s) to the Slide's main background"
"Apply the effect(s) when the page is scrolled from the top, bottom, or both directions","Apply the effect(s) when the page is scrolled from the top, bottom, or both directions"
"Apply transition smoothing to the mousehweel zoom movement","Apply transition smoothing to the mousehweel zoom movement"
"Apply varying opacity to the non-activate Slides in staggered order","Apply varying opacity to the non-activate Slides in staggered order"
"Apply varying rotations to the non-activate Slides in staggered order","Apply varying rotations to the non-activate Slides in staggered order"
"Apply varying scale/zooms to the non-activate Slides in staggered order","Apply varying scale/zooms to the non-activate Slides in staggered order"
"Area %","Area %"
Arguments,Arguments
"Arrow Settings","Arrow Settings"
"Arrow Style","Arrow Style"
"Arrow Transition","Arrow Transition"
"Arrow Type","Arrow Type"
Arrows,Arrows
"Arrows Animation","Arrows Animation"
"Arrows Animation Speed","Arrows Animation Speed"
"Arrows Show Delay","Arrows Show Delay"
"Arrows Spacing","Arrows Spacing"
"Arrows Type/Style","Arrows Type/Style"
"As Modal","As Modal"
Ascending,Ascending
"Aspect Ratio","Aspect Ratio"
"At the End","At the End"
"Attach to BG","Attach to BG"
Attract,Attract
Attributes,Attributes
Audio,Audio
Auto,Auto
"Auto Play","Auto Play"
"Auto Rotate","Auto Rotate"
"Auto Rotate Bezier","Auto Rotate Bezier"
"Auto Rotate Slideshow","Auto Rotate Slideshow"
"Auto-hide the arrows after a set amount of time (will be shown again when the user hovers/taps the Slider)","Auto-hide the arrows after a set amount of time (will be shown again when the user hovers/taps the Slider)"
"Auto-hide the bullets after a set amount of time (will be shown again when the user hovers/taps the Slider)","Auto-hide the bullets after a set amount of time (will be shown again when the user hovers/taps the Slider)"
"Auto-hide the tabs after a set amount of time (will be shown again when the user hovers/taps the Slider)","Auto-hide the tabs after a set amount of time (will be shown again when the user hovers/taps the Slider)"
"Auto-hide the thumbs after a set amount of time (will be shown again when the user hovers/taps the Slider)","Auto-hide the thumbs after a set amount of time (will be shown again when the user hovers/taps the Slider)"
"Auto-move the Panorama image for this Slide","Auto-move the Panorama image for this Slide"
"Auto-mute the video each time the Slide is shown","Auto-mute the video each time the Slide is shown"
"Automatically adjust the positioning for Layers for each responsive device viewport","Automatically adjust the positioning for Layers for each responsive device viewport"
"Automatically resize Layers for each responsive device viewport","Automatically resize Layers for each responsive device viewport"
"Automatically resize/reposition all Layers for each device viewport inside the editor","Automatically resize/reposition all Layers for each device viewport inside the editor"
"Automatically resize/reposition new Layers for each device viewport inside the editor","Automatically resize/reposition new Layers for each device viewport inside the editor"
"Automatically rotate the Layer according to its position along the Bezier path","Automatically rotate the Layer according to its position along the Bezier path"
Autoplay,Autoplay
"Autoplay Direction","Autoplay Direction"
"Autoplay Effect","Autoplay Effect"
"Autoplay Speed","Autoplay Speed"
"Available Version","Available Version"
"BG 3D Depth","BG 3D Depth"
"BG Color","BG Color"
"BG Filter","BG Filter"
"BG Fit","BG Fit"
"BG Image","BG Image"
"BG Image Fit","BG Image Fit"
"BG Image Position","BG Image Position"
"BG Image Repeat","BG Image Repeat"
"BG Position","BG Position"
"BG Repeat","BG Repeat"
"BG Speed","BG Speed"
"BG Strength","BG Strength"
"BG in Frame","BG in Frame"
Back,Back
Background,Background
"Background Color","Background Color"
"Background Color Value","Background Color Value"
"Background Enabled","Background Enabled"
"Background Fit","Background Fit"
"Background Hover","Background Hover"
"Background Image","Background Image"
"Background Image Filter","Background Image Filter"
"Background Image Speed","Background Image Speed"
"Background Position","Background Position"
"Background Repeat","Background Repeat"
Backup,Backup
"Backup restoration failed...","Backup restoration failed..."
"Backup restored, redirecting...","Backup restored, redirecting..."
Backups,Backups
"Backups AddOn","Backups AddOn"
"Backups AddOn disabled","Backups AddOn disabled"
"Backups AddOn enabled","Backups AddOn enabled"
Backward,Backward
"Base Image","Base Image"
"Base Image URL","Base Image URL"
"Basic Transforms","Basic Transforms"
Basics,Basics
"Bearer Token is good, check your query","Bearer Token is good, check your query"
Before,Before
"Before After","Before After"
"Before After Settings","Before After Settings"
Before/After,Before/After
"Before/After Placement","Before/After Placement"
Behavior,Behavior
"Behind Layers (Back)","Behind Layers (Back)"
"Behind Navigation","Behind Navigation"
"Behind Static Layers","Behind Static Layers"
"Bezier Curve Angle","Bezier Curve Angle"
"Bezier Curve Tension","Bezier Curve Tension"
"Bezier End Point X","Bezier End Point X"
"Bezier End Point Y","Bezier End Point Y"
"Bezier End Point Z","Bezier End Point Z"
"Bezier Start Point X","Bezier Start Point X"
"Bezier Start Point Y","Bezier Start Point Y"
"Bezier Start Point Z","Bezier Start Point Z"
"Blank slide","Blank slide"
"Blend Mode","Blend Mode"
"Blend Mode Filter","Blend Mode Filter"
Blinking,Blinking
"Blinking Cursor","Blinking Cursor"
"Blinking Cursor Speed","Blinking Cursor Speed"
"Blinking Effect","Blinking Effect"
"Blinking Speed","Blinking Speed"
Block,Block
"Block Color","Block Color"
"Block Scroll","Block Scroll"
"Block to Bottom","Block to Bottom"
"Block to Left","Block to Left"
"Block to Right","Block to Right"
"Block to Top","Block to Top"
"Blowing Snow","Blowing Snow"
Blur,Blur
"Blur Amount","Blur Amount"
"Blur Effect","Blur Effect"
"Blur End","Blur End"
"Blur Filter","Blur Filter"
"Blur From","Blur From"
"Blur Image","Blur Image"
"Blur Layers in and out as the page scrolls into and out of view","Blur Layers in and out as the page scrolls into and out of view"
"Blur Radius","Blur Radius"
"Blur Start","Blur Start"
"Blur To","Blur To"
"Blur Value","Blur Value"
"Body Class","Body Class"
Border,Border
"Border Bottom Size","Border Bottom Size"
"Border Bottom Width","Border Bottom Width"
"Border Color","Border Color"
"Border Colors","Border Colors"
"Border Hover","Border Hover"
"Border Left Size","Border Left Size"
"Border Left Width","Border Left Width"
"Border Opacity","Border Opacity"
"Border Radius","Border Radius"
"Border Radius Bottom Left","Border Radius Bottom Left"
"Border Radius Bottom Right","Border Radius Bottom Right"
"Border Radius Top Left","Border Radius Top Left"
"Border Radius Top Right","Border Radius Top Right"
"Border Right Size","Border Right Size"
"Border Right Width","Border Right Width"
"Border Size","Border Size"
"Border Style","Border Style"
"Border Top Size","Border Top Size"
"Border Top Width","Border Top Width"
"Border Width","Border Width"
"Border color for the drag/reveal container's border","Border color for the drag/reveal container's border"
"Border width/size for the drag/reveal container's border","Border width/size for the drag/reveal container's border"
"Border, Overlay & Shadow","Border, Overlay & Shadow"
"Border/Stroke Color","Border/Stroke Color"
"Border/Stroke Opacity","Border/Stroke Opacity"
"Border/Stroke Size","Border/Stroke Size"
"Borders  & Strokes","Borders  & Strokes"
Both,Both
Bottom,Bottom
"Bottom Edge","Bottom Edge"
"Bottom Edge Color","Bottom Edge Color"
"Bottom Left","Bottom Left"
"Bottom Left to Top Right","Bottom Left to Top Right"
"Bottom Right","Bottom Right"
"Bottom Right to Top Left","Bottom Right to Top Left"
"Bottom to Top","Bottom to Top"
Bounce,Bounce
Bouncing,Bouncing
"Box Shadow","Box Shadow"
"Box Shadow Blur","Box Shadow Blur"
"Box Shadow Color","Box Shadow Color"
"Box Shadow Strength","Box Shadow Strength"
"Break At","Break At"
Brightness,Brightness
"Brightness End","Brightness End"
"Brightness Start","Brightness Start"
"Browse Files...","Browse Files..."
"Browser Width","Browser Width"
